"course_code","sdg_number","sdg_name","addressed","justification","timestamp"
"PHSL2501","3","Good Health and Well-being","Yes","The course focuses on human physiology, which is directly related to understanding and maintaining human health.","2025-04-30 04:16:44.365206"
"PHSL2501","4","Quality Education","Yes","The course provides undergraduate education in human physiology, including lectures, practical classes, and online learning activities.","2025-04-30 04:16:44.365220"
"PHSL2501","0","analysed","analysed","analysed","2025-04-30 04:16:44.366607"
"ARTS3667","4","Quality Education","Yes","The course provides advanced and professional-level language education, focusing on specialized skills and socio-linguistic knowledge in Korean as a second language.","2025-04-30 04:16:47.129877"
"ARTS3667","10","Reduced Inequalities","Yes","The course addresses cross-cultural issues and aims to expand students' horizons and opportunities in a global professional world, potentially reducing inequalities related to language barriers and cultural understanding.","2025-04-30 04:16:47.129890"
"ARTS3667","0","analysed","analysed","analysed","2025-04-30 04:16:47.131086"
"ELEC2117","4","Quality Education","Yes","The course provides technical education in electrical systems design, contributing to quality education.","2025-04-30 04:16:49.586896"
"ELEC2117","9","Industry, Innovation and Infrastructure","Yes","The course focuses on electrical systems design, modelling, and simulation, which are directly relevant to developing resilient infrastructure and promoting innovation in engineering.","2025-04-30 04:16:49.586903"
"ELEC2117","12","Responsible Consumption and Production","Yes","The course emphasizes using modelling and simulation to optimize designs, reduce costs, and ensure reliability before building physical prototypes, which can contribute to more efficient resource use and potentially less waste in the production of electrical systems.","2025-04-30 04:16:49.586906"
"ELEC2117","0","analysed","analysed","analysed","2025-04-30 04:16:49.587692"
"PSYC5003","4","Quality Education","Yes","The course provides postgraduate education in data analysis and research methods in psychology, contributing to quality education.","2025-04-30 04:16:52.762924"
"PSYC5003","0","analysed","analysed","analysed","2025-04-30 04:16:52.764705"
"ARCH7220","4","Quality Education","Yes","The course is a postgraduate level course providing education in architecture and urbanism.","2025-04-30 04:16:54.195273"
"ARCH7220","11","Sustainable Cities and Communities","Yes","The course focuses on urbanism and architecture in Asian cities, which directly relates to sustainable urban development.","2025-04-30 04:16:54.195285"
"ARCH7220","0","analysed","analysed","analysed","2025-04-30 04:16:54.196490"
"ARCH7227","4","Quality Education","Yes","The course provides postgraduate education in the history and analysis of housing.","2025-04-30 04:16:56.551118"
"ARCH7227","9","Industry, Innovation and Infrastructure","Yes","The course examines innovation in housing design and planning.","2025-04-30 04:16:56.551142"
"ARCH7227","10","Reduced Inequalities","Yes","The course focuses on social and affordable housing, which directly relates to reducing inequalities in access to adequate housing.","2025-04-30 04:16:56.551147"
"ARCH7227","11","Sustainable Cities and Communities","Yes","The course explores the relationship between design, planning, and the sustainability of social and collective housing within the context of city-making.","2025-04-30 04:16:56.551151"
"ARCH7227","16","Peace, Justice and Strong Institutions","Yes","The course examines the role of policies and regulatory frameworks in shaping housing, which relates to strong institutions and potentially justice in housing access.","2025-04-30 04:16:56.551163"
"ARCH7227","0","analysed","analysed","analysed","2025-04-30 04:16:56.552540"
"MATS2004","4","Quality Education","Yes","The course provides specialized education in Mechanical Behaviour of Materials, contributing to quality education in engineering.","2025-04-30 04:16:59.008688"
"MATS2004","9","Industry, Innovation and Infrastructure","Yes","The course focuses on the mechanical behaviour of engineering materials, which is directly relevant to developing resilient infrastructure and promoting sustainable industrialization and innovation.","2025-04-30 04:16:59.008706"
"MATS2004","12","Responsible Consumption and Production","Yes","Understanding the mechanical behaviour and failure of materials is crucial for designing durable products and optimizing material use, contributing to responsible consumption and production.","2025-04-30 04:16:59.008711"
"MATS2004","0","analysed","analysed","analysed","2025-04-30 04:16:59.010153"
"EDST6775","4","Quality Education","Yes","The entire course is focused on training future teachers in Visual Arts, directly contributing to quality education.","2025-04-30 04:17:01.158357"
"EDST6775","10","Reduced Inequalities","Yes","The course explicitly addresses teaching strategies for students from diverse backgrounds, including those with different characteristics, diverse linguistic, cultural, religious, and socioeconomic backgrounds, Aboriginal and Torres Strait Islander backgrounds, and students with special educational needs.","2025-04-30 04:17:01.158371"
"EDST6775","16","Peace, Justice and Strong Institutions","Yes","The course includes learning outcomes and content related to ethical and professional values expected of teachers, and understanding and applying codes of ethics and conduct for the teaching profession.","2025-04-30 04:17:01.158375"
"EDST6775","0","analysed","analysed","analysed","2025-04-30 04:17:01.159430"
"PSYC7235","3","Good Health and Well-being","Yes","The course focuses on training clinical psychologists who will provide mental health services, directly contributing to good health and well-being.","2025-04-30 04:17:04.129764"
"PSYC7235","4","Quality Education","Yes","The course is a postgraduate program providing specialized education and training in clinical psychology.","2025-04-30 04:17:04.129779"
"PSYC7235","10","Reduced Inequalities","Yes","CLO3 explicitly mentions integrating individual perspectives and cultural considerations into client care, addressing potential inequalities in access to and quality of mental health services.","2025-04-30 04:17:04.129784"
"PSYC7235","16","Peace, Justice and Strong Institutions","Yes","CLO9 and CLO10 emphasize knowledge and application of ethical and professional codes, standards, and guidelines, and demonstrating professionalism and accountability, which are foundational to strong institutions and ethical practice.","2025-04-30 04:17:04.129788"
"PSYC7235","0","analysed","analysed","analysed","2025-04-30 04:17:04.131172"
"LING5022","4","Quality Education","Yes","The course is a postgraduate level course providing education in cross-cultural pragmatics.","2025-04-30 04:17:06.312273"
"LING5022","10","Reduced Inequalities","Yes","The course directly addresses communicative mis-encounters and breakdowns between people from different language and cultural groups, aiming to reduce inequalities arising from miscommunication.","2025-04-30 04:17:06.312285"
"LING5022","0","analysed","analysed","analysed","2025-04-30 04:17:06.313328"
"BABS3041","3","Good Health and Well-being","Yes","Course focuses on immunology, human diseases, and interventions to prevent and treat diseases.","2025-04-30 04:17:08.531154"
