course_code,course_name
PHCM1001,International Indigenous Health
PHRM2031,Pharmacy Practice
DART2310,Aboriginal and Torres Strait Islander Art
SOCW1001,Introduction to Social Work
MUSC3806,Immersive Audio
EDST4096,Responding to Gifted and Talented Students
MATH2871,Data Management for Statistical Analysis
GMAT3420,Cadastral Surveying and Land Law
AVIA5001,Law and Regulations in Aviation
LAWS8040,Online Content Regulation
ZEIT8601,Applied Machine Learning
LAWS3351,"Managers, Media, Players and Spectators"
ECON5103,Business Economics
DDES9012,Critical Approaches to Design
PTRL4017,Well Technology
FINS3303,Industry Placement 3
PSYC5008,Perception and Cognition
DART1192,Fieldwork for Artists
LAWS1021,Crime and the Criminal Process
LAWS3149,Theories of Law and Biology
JURD7337,Australian Consumer Law
PHYS6183,Contemporary Physics A for SQA
FINS3626,International Corporate Governance
OPTM8514,Optometry Research Project (For students commencing in T1 2024)
MDIA2010,Interactive Storytelling
LAWS3292,The High Court of Australia
MANF3510,Process Technology and Automation
JURD7520,International Financial Law
PSYC5115,Developmental Psychopathology
ACCT3672,Accounting Analytics for Business Decision Making
CDEV3500,Future Leader Lab
DDES1000,Design Fieldwork on Country
SRAP5018,"Power, Politics and Policy"
JURD7435,Conveyancing
OPTM6422,Clinical Optometry 4B
BENV2270,Construction Robotics
COMP6452,Software Architecture for Blockchain Applications
PSYC1021,Introduction to Psychological Applications
ZPEM2213,The Art and Science of Doing Geography
ZEIT8404,Decision Making Analytics
LAWS8173,UNSW Law Postgraduate Internships
ACCT5951,Current Developments in Accounting Research - Financial
PLAN3010,Planning Practice: Professional Reflections
JURD7625,Dispute Resolution in China
PTRL2020,Petrophysics
MINE8120,"Hazard Identification, Risk and Safety Management in Mining"
LAWS3065,UNSW Law Journal Editor
ARCH7161,Advanced Construction and Structures
MATS2008,Thermodynamics and Phase Equilibria
EDST6958,Investigating Science Method
INFS2631,Innovation and Technology Management
INFS3830,Social Media Analytics
PTRL4024,Drilling Fluids and Cementing
MGMT2106,Comparative Management Systems
ZPEM2102,Organic Chemistry 2
ARCH1222,Architectural History and Theory 2
ZEIT4116,Computing and Cyber Security Honours Research 2
CVEN1701,Climate Change and Environmental Sustainability
DDES9013,Designing in Context
CEIC8105,Advanced Polymer Science and Research
MTRN3100,Robot Design
MATS1101,Engineering Materials and Chemistry
SOCW2008,"Culture, Identity and Diversity"
LAWS1091,Business Associations
PHCM9626,"Inequalities, Inequities and Health"
IDES1312,"Industrial Design Studio 1B: Materials, Form and Meaning"
PHYS3117,Physics Laboratory
LAND2122,History of Landscape Architecture
MDIA2007,Digital Analytics for Public Relations and Advertising
ACCT5955,Management Control Systems in Contemporary Contexts
ARTS2751,International Development
DDES2111,3D Visualisation 3: Interactive Environments
ZEIT4216,Occasional Option 2
TELE3118,Network Technologies
PTRL5007,Fundamentals of Reservoir Engineering B
CRIM3022,Public Health and Corrections
PTRL6016,Well Completions and Stimulation
BLDG2022,Procurement & Contract Administration
ACTL5102,Financial Mathematics
MGMT5940,Career Management Skills
JURD7236,Theories of Law and Justice
INFS5731,Information Systems Strategy and Management
ZPEM1102,Chemistry 1B
CODE2120,Computational Design 4 (System)
PLAN2001,Strategic Planning
HUMS1009,Good Sounds Feel Better: Music and Musicians for Wellbeing and Healthcare Settings
DART3342,World Biennales: Field Trip
MANF4611,Process Modelling and Simulation
IEST5022,Environmental Policy and Participation
JURD7992,Securities and Financial Markets Regulation
ZPEM3301,Topics in Mathematics
ADAD9115,Internship
COMP3142,Software Testing and Quality Assurance
BABS3631,Biotechnology & Bioengineering Advanced
ARTS3872,"Media, Culture and Power"
ACCT5995,Fraud Examination Fundamentals
ACTL3192,Retirement Saving and Spending Over the Lifecycle
DART4102,Fine Arts Honours Research Project 2
ARTS2819,Globalisation and Governance
PSYC3211,Cognitive Science
MDIA3006,Collaborative Client Project
COMP4121,Advanced Algorithms
COMM1040,Entrepreneurial Ecosystems
ARTS2694,Phonology: Theory and Description
ECON5316,International Trade Theory and Policy
COMP9418,Advanced Topics in Statistical Machine Learning
ARTS3455,Modern and Contemporary Chinese Literature
COMP4601,Design Project B
JURD7301,Health and Medical Law
AVIA2116,"Commercial Operation, Performance and Planning"
LAND7321,Landscape Technology 2
PHCM2001,Epidemiology
MATH2019,Engineering Mathematics 2E
AVIA2114,Commercial Aircraft General Knowledge
JURD7784,Legal Experimentalism
EDST4080,Special Education: Inclusive Strategies
EXPT1155,Exercise Physiology and Metabolism
AVIA2112,Commercial Meteorology
MODL5106,Text Analysis for Translation
JURD7745,Women and Gender Law ILS Pune
ATSI3005,"Race, Colonialism and Whiteness"
ZEIT4751,Ship Design 2
HUMS1005,Personalised English Language Enhancement
GEOS3761,Environmental Change
EDST5314,Building Resilience in the Workplace
CLIM2002,Risks and Impacts of a Changing Climate
PHCM9129,Prevention and Management of Chronic Disease
AGSM9122,Economics in Management Practice (F2F Intensive 4 x Sundays)
EDST5099,Foundation 1: University Study Skills in Education
ARCH7223,Elements of Architectural Design
EDST5608,Instructional Leadership
SOLA4951,Research Thesis A
MATH2931,Higher Linear Models
ZEIT3121,Securing Networks
EDST6722,Society and Culture Method 1
LAWS3441,Law Journal (Issue Editor)
SOSS2001,Qualitative Social Research
DART9102,Rigging Studio
EDST6701,Drama Method 1
GENS1111,Big Fat Myths
ACCT5935,CPA Ethics and Governance
ARTS3066,Documentary and Non- Fiction Cinemas
ZEIT8017,Cyber Crime and Cyber Security
JURD7583,International Commercial Arbitration
ACCT4809,Current Developments in Auditing Research
ZPEM3103,Quantum Theory and Applications in Spectroscopy
COMM5707,Social Impact Field Project
CVEN4703,Advanced Water Quality Principles
ZEIT8009,Global Navigation Satellite Systems (GNSS)
PTRL3025,Petroleum Economics
BABS3121,Molecular Biology of Nucleic Acids
ARTS1810,Foundations of Politics and International Relations
ZEIT3606,Foundation and Pavement Engineering
MATS2003,Materials Characterisation
ARCH1311,Architectural Design Studio 5
JURD7448,Intellectual Property 2: Trade Marks and Patents
LAWS8058,Exploring Workplace Conflict and Managing Disputes
DART2320,Art and the Body
PSYC7001,Psychological Assessment
FINS3202,Industry Placement 2
INFS2608,Database Management & Big Data Infrastructures
MNGT5095,Foundations of Management
POLS5125,The Politics of International Law
CEIC9005,Advanced Thesis
BENV2001,Emerging Digital Technologies
EDST6711,Japanese Method 1
MUSC2902,Music Craft 5
ZEIT8023,"Wireless, Mobile and Internet of Things Security"
AVIA5003,Aviation and Security
ENTR9005,Startup 360
SAHT9201,"Conservation, Registration and Handling"
AVIA2851,Airport Management
DDES2141,Graphics 3: Place and Space
MINE8860,"Drilling, Blasting and Machine Excavation"
ZEIT2901,Engineering Research 2A
CEIC3000,Process Modelling and Analysis
GEOS2131,Field Methods and Mapping
PHTN4662,Photonic Networks
DDES2200,Design History and Theory 3
MGMT5906,Organisations and People in Context
COMP9414,Artificial Intelligence
ZEIT8026,Cyber Defence: Network Security Operations
CVEN4961,Higher Honours Research Thesis A
LAND7221,Advanced Urban Landscape Visualisation
FINS5517,Applied Portfolio Management and Modelling
ARTS2871,Power and Powerlessness
JURD7271,Resolving Civil Disputes
ZEIT8219,Satellite Communications
SRAP5004,"Policy, Accountability and Governance"
GSOE9712,Engineering Statistics and Experiment Design
NEUR4441,Neuroscience Research (For students commencing in T1 2024)
GSOE9740,Industrial Ecology and Sustainable Engineering
MATH3411,"Information, Codes and Ciphers"
ZEIT8233,Explosive Ordnance Technology
CLIM3001,Climate Systems Science
CDEV3001,WIL Experience Term
ARTS2105,Happiness and Philosophy
ARTS2877,"Technologies, Culture, Society"
ECON7102,Macroeconomic Theory II
ELEC9452,Masters Project B
PSYC5009,Abnormal Psychology
PHYS1141,Higher Physics 1A (Special)
COMP3211,Computer Architecture
INFS5993,Special Topic in Information Systems and Technology Management
ZEIT8412,Simulation
COMP9312,Data Analytics for Graphs
EDST6706,Geography Method 1
SAHT9112,Art Writing and Publishing
PSYC7425,Forensic Interventions 2
PHCM9793,Public Health Advocacy and Communications
COMP4161,Advanced Topics in Software Verification
OPTM2133,The Clinical Environment
PTRL6027,Casing Design and Cementing
HDAT9800,Visualisation and Communication of Health Data
LAWS8082,Peaceful Settlement of International Disputes
ANAT1451,Functional Anatomy and Biomechanics 1
ZEIT8512,Explosive Ordnance Effects
FINS5568,Capstone - Portfolio Management Process
ZBUS8147,The Business of Managing Projects
ZEIT4154,Deep Learning
PLAN1002,Sustainability and Environment
IDES3334,Industrial Design Theory C: Speculative Product Design
ELEC3106,Electronics
MDIA5001,Writing for Media
PHCM9443,Health Economics & Finance for Developing Countries
ZPEM1202,Geography 1B
AVIA5018,Aviation Human Factors
JURD7421,Media Law: General Principles
AERO3660,Flight Performance and Propulsion
ZPEM3204,Environmental Hazards
PHCM9786,"Global Approaches to Cardiovascular Disease, Diabetes and Cancer Prevention"
UDES0002,Urban Design Studio 2
EDST5321,Motivation in Educational Settings
JURD7485,Public Interest Litigation: Origins and Strategies
ARTS4247,Research Skills in the Humanities
ARTS2818,Australian Politics
MATS6112,Characterisation of Materials
ZEIT4003,Computational Fluid Dynamics
AGSM6210,Accounting and Financial Management (WEB Weekly)
ZPEM1306,Introduction to Discrete Mathematics
COMP9321,Data Services Engineering
LING5005,The Grammar of English
MINE8930,Uranium mining fundamentals
LING5026,The Structure of Language
DART2150,Sculpture 2: Studio Processes
ATSI3008,Indigenous Studies Capstone
ARCH1322,Architectural History and Theory 3
ZEIT3502,Vibration and Control Engineering
JURD7223,Legal Theory
CVEN4106,Construction Practicum
MECH9420,Composite Materials and Mechanics
BIOM9914,Masters Project
FINS5577,Empirical Corporate Finance
COMP6714,Information Retrieval and Web Search
MDIA5031,Research in Practice
EDST5443,Assessment for Learning: From Theory to Practice
ARTS2633,A Cultural Survey of Japan: From Gods to Gadgets
BIOM9410,Regulatory Requirements of Biomedical Technology
OPTM8512,Clinical Optometry 5A
LAWS3133,Law of Banking
ZEIT3805,Airport Operations and Systems
MATS4001,Secondary Processing of Metals
ZZBU6601,General Analytics Capstone
ADAD9311,Designing the Experience: Exhibitions and Beyond
COMP4961,Computer Science Thesis A
MMAN3200,Linear Systems and Control
MGMT2725,Career Management
JURD7540,Kingsford Legal Centre Family Law Community Education Clinic (Non-intensive)
MARK5826,Product Analytics
CVEN3304,Concrete Structures
FOOD4110,Advanced Food Chemistry
AGSM9154,Managing with Digital Technology (WEB Weekly)
ZZCA9204,Cybersecurity Ethics
LAWS8054,Media and Communications Industry Regulation
COMP3902,Special Project B
ARTS1362,Critical Thinking for Today's World
LAWS3240,Kingsford Legal Centre Family Law Community Education Clinic (Non-Intensive)
COMP4511,User Interface Design and Construction
ARTS1480,French 1
PSYC5113,Child Development
PLAN1007,Development Processes: Feasibility and Finance
ZPEM3306,Waves and Fluids
PTRL5008,Petroleum Production Economics
CVEN9723,Design of Construction Operations
COMP3222,Digital Circuits and Systems
SAHT6700,World Biennales: Field Trip
UDES0004,History and Theory of Urban Development and Design
SRAP5025,Social Sciences Internship
SAHT9110,Australian Arts Ecology
PHCM9761,Public Health Aspects of Mental Health
ARTS2904,Dressed to Kill: Dress and Identity in History
EDST5139,"Language, Literacy and Numeracy"
ZEIT3224,Electric Machines and Power Electronics
INFS3605,Information Systems Innovation & Transformation
GENL1022,Women and Religion
AGSM9132,Corporate Innovation (Virtual Weekly)
RISK2001,Fundamentals of Risk and Risk Management
LAND2102,Landscape Studio 2 - Design Process
ZEIT8229,Non-Communications Electronic Warfare
IDES2326,Materials and Manufacturing for Industrial Designers 2
LAWS8001,"Law, Gender and Sexuality"
SAHT9131,Visual and Museum Cultures of the Asia Pacific
BLDG4022,Construction Cost Management
PHCM9615,Principles and Practice of Primary Health Care
COMM5000,Data Literacy for Business
LAWS3135,Conveyancing
GSOE9210,Engineering Decision Structures
MATS4006,Polymer Science and Engineering 2
LAWS3067,International Criminal Law
MATS6101,Thermodynamics and Phase Equilibria
INTA1002,Interior Architecture Composition 2
ZEIT2104,Computers and Security
AVIA3710,Aviation Research Methods
EDST6735,French Method 2
MATS6006,Recycling of Materials
JURD7598,Sentencing and Criminal Justice
PHYS3116,Galaxies and Cosmology
COMM3101,Industry Experience Placement 1
PHYS3118,Quantum Physics of Solids and Devices
MBAE7505,Executive Accelerator Initial Term (Residential)
MDIA5003,Social Media Campaigning
COMP3161,Concepts of Programming Languages
ARTS5506,Indigenous Languages of Australia
MATH3841,Statistical Analysis of Dependent Data
EDST6728,Extension Music Method 1
DDES9920,Information Architecture for Immersive Aesthetics
DDES1170,Fashion 1: Designing Fashion
GENL0252,International Relations and Sport
ARTS1571,Spanish 2
MATH1151,Mathematics for Actuarial Studies and Finance 1A
REST0019,Real Property Law
PTRL6032,Coal Seam Gas Engineering
DDES1041,Illustration and Rendering
PTRL5012,Enhanced Oil and Gas Recovery
ZEIT1503,Engineering Mechanics
ELEC9762,Space Mission Development
ARTS3132,Arts and Health
SWCH9001,Basic Reproductive Physiology
ARTS3640,Japan and Korea: Cultures in Conflict
ZEIT4160,Autonomous Robots
MATH2011,Several Variable Calculus
COMP9727,Recommender Systems
EDST5101,Advanced Quantitative Research
JURD7505,Juvenile Justice
PHYS1131,Higher Physics 1A
PSYC7426,Research Thesis (Forensic) 1
INTA2004,Interior Architecture Technics 4
PHCM9143,Internship
DART2120,Painting 2: Studio Processes
INFS4929,Cybersecurity Leadership and Risk Management
FOOD1747,Special Topics in Chemical Sciences & Engineering
ELEC2911,Power Engineering for Renewable Energy
CODE1231,Urban Computing
INTA7000,Interior Architecture Practice Studio 7
MATH5535,Special Topics in Pure Mathematics C
ECON2103,Business and Government
PHCM9010,Community Development
JURD7328,Employment Law
MGMT3729,Managing Training and Development
INTA6000,Interior Architecture Practice Studio 6
PHCM9630,Public Health Perspectives of Indigenous Health
MMAN1130,Design and Manufacturing
PLAN2122,"History, Heritage and the Built Environment"
CVEN4507,Advanced Water Engineering
LAWS3087,US Legal Systems (Berkeley)
CHEM3051,Medicinal Organic Chemistry
CDEV3200,Co-NNECTIONS Placement
IEST8003,Environmental Leadership Practicum II: Project or Internship
INFS2609,Coding for Business
INTA2002,Interior Architecture Technics 2
JURD7522,Competition Law
SENG2021,Requirements and Design Workshop
ARTS2063,Cinema and Nation
JURD7333,Law of Banking
ARTS3482,French for Thought
HDAT9300,Computing for Health Data Science
MUSC4103,Advanced Studies in Music History and Culture 1
BABS3031,Biotechnology and Bioengineering
ZPEM1201,Geography 1A
SOLA9452,Masters Project B
ARTS2690,Language and Meaning
CHEM2999,Special Project in Chemistry
SOCF5104,Counselling Practice
COMM1000,Creating Social Change: From Innovation to Impact
PATH3207,Musculoskeletal Diseases
CHEM3031,Inorganic Chemistry: Transition Metals and Complexes
INFS4777,Web3 and Blockchain Applications
AGSM9153,Implementing Strategy (WEB Weekly)
AERO3110,Aerospace Design 1
ZPEM1508,Nuclear Science and Applications
MARK2052,Marketing Research
ECON3106,Politics and Economics
EDST5438,"Leadership Theory, Research and Practice"
MATS6106,Mechanical Properties of Materials
PHCM3003,Public Health Capstone
EDST6756,Extension Mathematics Method 2
FINS3650,International Banking
SOCW2006,Social Work Practice - Community Work
ZBUS8315,Driving Performance
LAWS8422,Research Thesis: Extended
INTA1000,Interior Architecture Practice Studio 1
ARTS2122,Performance Production
ZEIT3752,Ship Structures
ECON7004,Mathematical Economics
EDST1101,Educational Psychology
MERE9451,Masters Project A
INFS5604,Business Process Management
PHYS3113,Thermal Physics and Statistical Mechanics
GSOE9111,Energy Storage
HLTH2000,Driving Behaviour Change 1
DART9103,Creature Studio
CHEN6701,Advanced Reaction Engineering
LAWS3345,CIBEL Elective (Tsinghua)
LAWS8104,International Children's Rights Law
MARK5827,Customer Analytics
AVIA2115,Commercial Aerodynamics
MATH5371,Numerical Linear Algebra
MATH1241,Higher Mathematics 1B
ARTS1780,Concepts of Europe
PHCM1004,Health Promotion
AVIA5022,Aircraft Accident Investigation Techniques
ACCT5920,Managing Intangible Resources
PTRL5004,Numerical Reservoir Simulation
DART2240,Sound 2
AVIA3900,Sustainable aviation and tourism
MATH3701,Higher Topology and Differential Geometry
JURD7466,Climate Law
LAWS3064,UNSW Law Journal (Executive Editor)
ACTL4001,Actuarial Theory and Practice A
ZPEM2309,Engineering Mathematics 2A
SAHT9138,Global Contemporary Art
ARTS1453,Chinese 2 for Background Speakers
ARTS2115,Philosophy of Artificial Intelligence
ARTS2384,Political Philosophy
ARTS1870,Rethinking the Social
JURD7383,Australian Journal of Human Rights
ECON1102,Macroeconomics 1
ZEIT8506,Weapons Engineering
MGMT5602,Cross- Cultural Management
PLAN1004,City and Regional Economics
ARTS2755,Inclusive Development: Gender and Intersectionality
CEIC3007,Chemical Engineering Lab B
ARTS3661,Korean 6
COMP3411,Artificial Intelligence
GMAT3500,Remote Sensing and Photogrammetry
FOOD9102,Sensory Analysis of Foods
PSYC7424,Forensic Interventions 1
DDES9011,Histories and Theories for Design
DDES2150,Interaction 2: Design Methodologies
ARCH1080,Introduction to Architecture and Enabling Skills
ACCT3583,Strategic Value Management
MATH5305,Computational Mathematics for Science and Engineering
HUMS1012,Indigenous Languages of Australia
LAWS3183,Australian Journal of Human Rights
MATH3856,Introduction to Data and Machine Learning
LAND7153,Landscape Analysis
CODE2230,Human Machine Interaction
ARTS3571,Spanish 6
ARTS2125,Acting and Performing
ANAT1521,Anatomy for Medical Science
MATS6113,Research Project
ZPEM2405,Special Topic in Physics and Oceanography 2
PLAN7142,City Equity & Wellbeing
MTRN4010,Advanced Autonomous Systems
FOOD9103,Advanced Food Microbiology
ACCT5942,Corporate Accounting and Regulation
ZPEM3107,Explosives
COMP6443,Web Application Security and Testing
MUSC2116,"Sound, Society and Self in World Music"
DDES2130,Experience 2: Spaces of Exhibition
MUSC4705,Performance Laboratory D (Music Creative Practice)
MNGT5594,"Extension Research Project  (Full-time, Session 3)"
ARTS1250,"Human Geography: Society, Space and Territory"
BIOS3171,Evolution
LAWS3352,International Relations and Sport
EDST1200,Foundations of Science in Education
MATH5505,Combinatorics
JURD7565,UNSW Law Journal Editor
ZEIT2503,Fluid Mechanics
MDIA5009,Philosophies of Journalism
ENGG4102,Humanitarian Engineering Project
FOOD2320,Food Microbiology
PLTX1300,Workplace Experience 1
BEES3223,Restoration and Translocation Ecology
INFS3700,User Experience and IT Service Design
PTRL5024,Drilling Fluids and Cementing Techniques
JURD7305,Kingsford Legal Centre Employment Law Clinic (Intensive)
MUSC1804,BA Music Craft 1
LAWS8193,"State Crime, the Law and Civil Society"
MINE9910,Mine Ventilation
EDST6704,English as an Additional Language or Dialect Method 1
CEIC9952,Advanced Research Thesis B
PLTX1210,Family Law Practice
ARTS3452,Chinese 7
DART1140,Printmaking: Relief and Screen
COMP6451,Cryptocurrency and Distributed Ledger Technologies
FINS3623,Venture Capital
ZPEM1502,Physics 1B: Electromagnetism and Modern Physics
PSYC5002,Introduction to Psychology 2
PHCM9100,Academic Practice
PSCY9904,Forensic Mental Health Systems
ARTS1451,Chinese 2 for Non- Background Speakers
COMP9900,Information Technology Project
ELEC4622,Multimedia Signal Processing
FINS3646,Toolkit for Finance
EDST5888,Capstone Professional Inquiry Project
MINE8870,Space Resources Engineering
SOMS1912,Human Systems 1
ZEIT8297,Project Report - Systems Engineering Full Time
COMP9434,Robotic Software Architecture
SOCW3013,Social Work Practice Level 3 Placement B
MATH5605,Functional Analysis
LAWS3381,Public International Law
CVEN3303,Steel Structures
JURD7550,Data Privacy Law
ZEIT4117,Computing and Cyber Security Honours Special Topic 1
PTRL6025,Well Control and Blowout Prevention
COMP3311,Database Systems
SAHT9212,Aboriginal and Torres Strait Islander Art
AERO9500,Space Systems Architectures and Orbits
GSOE9220,Launching a Startup
JURD7121,Crime and the Criminal Process
ARCH1161,Architectural Science and Building Environment 1
ARTS2451,Chinese 4 for Non- Background Speakers
SAHT9124,Cultural Management and Policy
BINF2010,Introduction to Bioinformatics
MFIN6214,Financial Theory and Policy
JURD7224,Business Associations
EDST6784,Science and Technology (K-6)
MATH5700,Modern Differential Geometry and Topology
ARTS2698,Intercultural Interaction
FINS5510,Personal Financial Planning and Client Engagement
SOMS1501,Inside the Criminal Mind
AVIA3012,Aviation Safety Management Systems
BIOM9711,"Modelling Organs, Tissues and Devices"
ZBUS8314,People and Systems
AVIA3201,Airline Resource Management
BABS1111,Big Fat Myths
ZPEM3401,Ocean Circulation and Mixing
MDIA5028,Critical Perspectives in Communication
FINS5574,Empirical Asset Pricing
ELEC9451,Masters Project A
MATH3570,Foundations of Calculus
SCIF1001,Level 1 Research Skills
ACTL2131,Probability and Mathematical Statistics
ZPEM4205,Human Geography Honours Special Topic
